Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
MRVL,2014-10-31,-8.61,0.91,34.44,12.0,0.18,0.07,32.33,-0.27,0.34,2.91,0.58,64.71,143.29
VAC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRTN,2014-10-31,-8.77,0.97,30.2,17.89,0.23,0.07,27.37,-0.32,0.29,12.12,2.31,89.1,184.71
MLM,2014-10-31,-7.72,1.2,25.34,38.62,0.46,0.1,20.02,-0.39,0.73,53.65,8.97,102.6,169.84
MASI,2014-10-31,-7.24,0.8,28.53,13.43,0.2,0.07,26.68,-0.27,0.39,9.49,1.83,68.72,145.73
MTRN,2014-10-31,-9.37,2.12,43.77,40.48,0.57,0.12,36.83,-0.25,1.1,120.18,17.1,200.28,316.84
ZQK,2014-10-31,-24.93,2.83,72.1,26.55,0.29,0.07,66.29,-0.38,0.57,-12.06,-2.54,197.77,445.12
MTRX,2014-10-31,-3.66,2.02,41.28,41.35,0.71,0.14,34.33,-0.11,1.2,182.53,23.09,193.04,268.27
MATX,2014-10-31,-9.55,1.17,35.65,18.71,0.27,0.08,32.23,-0.3,0.26,8.42,1.63,65.03,139.26
MDSO,2014-10-31,21.11,0.67,43.68,4.01,0.73,0.48,43.02,0.49,0.79,185.51,23.35,63.79,-18.72
MATW,2014-10-31,-10.3,1.12,22.19,43.66,0.35,0.07,16.73,-0.62,0.67,31.66,5.66,82.11,138.78
MFRM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MXIM,2014-10-31,0.17,1.08,23.83,35.54,0.74,0.16,19.17,0.01,1.18,110.78,16.08,105.76,129.46
MMS,2014-10-31,16.07,1.01,26.33,25.52,1.23,0.32,22.73,0.71,3.56,325.76,33.61,136.37,67.56
MXL,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBFI,2014-10-31,-6.69,1.39,27.27,44.86,0.58,0.11,20.89,-0.32,0.84,83.83,12.95,113.43,148.23
MNI,2014-10-31,5.35,1.74,83.57,7.47,0.4,0.19,80.97,0.07,1.09,26.24,4.77,123.42,258.27
MGRC,2014-10-31,0.54,1.11,24.44,35.44,0.76,0.17,19.69,0.03,1.28,117.54,16.82,114.62,146.6
MDCA,2014-10-31,9.12,1.74,40.13,32.6,0.93,0.21,34.37,0.27,2.06,338.44,34.39,183.71,169.99
MDC,2014-10-31,-23.39,1.65,35.6,36.88,0.09,0.02,29.53,-0.79,0.18,-12.68,-2.67,103.75,250.22
MDU,2014-10-31,-3.46,0.86,17.84,40.34,0.59,0.12,13.9,-0.25,0.86,56.73,9.4,79.17,110.53
MIG,2014-10-31,-8.12,0.83,31.25,12.33,0.17,0.07,29.34,-0.28,0.23,2.43,0.48,79.89,192.78
MEAS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEG,2014-10-31,-3.94,2.57,74.54,20.47,0.51,0.15,69.59,-0.06,1.02,80.22,12.5,218.15,334.31
MDCI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDCO,2014-10-31,16.29,0.94,35.98,11.74,0.88,0.34,33.81,0.48,1.84,252.16,28.63,116.08,59.22
MED,2014-10-31,-2.71,1.45,52.24,13.35,0.4,0.14,48.99,-0.06,0.68,44.14,7.59,141.74,257.45
MW,2014-10-31,1.55,1.28,36.52,21.08,0.61,0.17,32.64,0.05,1.29,121.15,17.2,112.72,149.0
MDVN,2014-10-31,65.1,0.71,91.96,1.02,0.83,1.08,91.57,0.71,1.46,728.37,52.63,117.83,-92.43
MCC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MD,2014-10-31,8.06,0.74,22.15,19.04,0.9,0.27,20.23,0.4,1.63,140.49,19.18,93.74,73.29
MEIP,2014-10-31,37.74,1.21,182.01,0.77,0.32,0.47,181.33,0.21,1.17,-80.27,-27.72,98.73,428.96
MENT,2014-10-31,7.38,1.11,27.42,28.09,0.92,0.23,23.29,0.32,2.03,194.86,24.14,130.01,120.69
MBWM,2014-10-31,35.92,0.57,47.95,2.48,0.94,0.79,47.68,0.75,2.98,483.53,42.3,111.47,41.27
MBVT,2014-10-31,1.11,0.61,17.58,21.09,0.63,0.18,16.42,0.07,1.08,61.46,10.06,62.15,73.92
MCY,2014-10-31,6.54,0.52,18.97,12.91,0.79,0.29,18.8,0.35,1.52,93.7,14.14,61.77,33.4
MRCY,2014-10-31,-9.18,1.36,39.76,20.26,0.33,0.09,35.82,-0.26,0.57,30.65,5.49,99.24,198.85
RP,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDP,2014-10-31,2.56,1.12,28.19,27.24,0.74,0.19,24.1,0.11,1.56,132.72,18.4,122.06,135.3
MRGE,2014-10-31,-13.29,1.53,55.88,12.94,0.21,0.08,52.6,-0.25,0.29,-23.18,-5.14,114.75,318.84
VIVO,2014-10-31,-17.24,1.31,28.37,36.87,0.14,0.03,22.9,-0.75,0.24,0.58,0.11,76.23,168.88
MMSI,2014-10-31,-5.2,0.81,35.05,9.21,0.23,0.1,33.49,-0.16,0.45,11.53,2.21,59.03,111.45
MTH,2014-10-31,-2.45,1.36,33.51,28.45,0.59,0.14,28.74,-0.09,0.97,101.7,15.06,110.83,140.51
MTOR,2014-10-31,-19.51,2.61,54.93,38.96,0.42,0.09,47.85,-0.41,0.7,47.12,8.03,215.9,410.25
MODN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QTM,2014-10-31,-33.42,2.61,59.69,33.06,0.15,0.03,53.23,-0.63,0.29,-30.81,-7.1,127.49,349.44
STR,2014-10-31,-0.05,0.1,32.91,0.15,0.05,0.16,34.96,-0.0,0.03,-30.28,-6.96,-9.17,37.45
QCOR,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KWK,2014-10-31,-65.16,1.44,58.15,10.64,-0.72,-0.29,55.28,-1.18,-1.03,-95.52,-46.26,-43.38,391.64
QDEL,2014-10-31,13.33,0.37,33.9,2.11,0.57,0.52,34.53,0.39,0.95,99.65,14.83,40.61,0.24
QNST,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAX,2014-10-31,4.89,1.3,44.21,14.93,0.59,0.2,40.97,0.12,1.1,129.01,18.02,104.46,125.5
RDN,2014-10-31,-3.28,3.09,74.61,29.66,0.63,0.15,68.34,-0.05,1.37,194.27,24.09,309.55,462.59
SCI,2014-10-31,8.0,1.21,22.92,47.9,1.2,0.23,16.77,0.48,2.17,247.41,28.28,138.75,101.89
RSH,2014-10-31,-53.14,1.63,90.06,5.65,-0.3,-0.16,87.87,-0.6,-0.77,-93.88,-42.81,-59.68,306.24
RSYS,2014-10-31,-30.97,1.29,53.31,10.18,-0.19,-0.08,50.67,-0.61,-0.3,-70.62,-21.73,42.75,282.77
RMBS,2014-10-31,-17.98,1.66,53.2,16.78,0.17,0.05,49.29,-0.36,0.22,-28.44,-6.47,156.82,393.97
SSNI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCTY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RJF,2014-10-31,-0.04,1.35,24.72,51.45,0.88,0.16,17.82,-0.0,1.47,155.99,20.68,127.64,134.97
SFNC,2014-10-31,0.07,0.78,23.72,18.57,0.54,0.16,21.61,0.0,1.22,65.89,10.65,72.49,92.61
ROLL,2014-10-31,6.03,1.1,24.87,33.5,0.96,0.22,20.32,0.3,1.83,182.43,23.08,99.13,69.99
RLOC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RLD,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSD,2014-10-31,-13.23,1.66,32.87,44.08,0.42,0.08,26.07,-0.51,0.76,53.01,8.88,115.6,185.46
RNWK,2014-10-31,10.44,0.45,54.96,1.15,0.32,0.39,55.12,0.19,0.94,38.64,6.75,44.46,70.27
RLGY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCPT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOW,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RRGB,2014-10-31,7.96,1.42,38.1,23.87,0.81,0.22,33.69,0.24,1.51,228.96,26.89,141.8,106.94
RGC,2014-10-31,3.19,1.15,25.8,34.52,0.85,0.19,20.98,0.15,1.41,154.21,20.51,107.08,88.32
RM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBGI,2014-10-31,32.64,1.59,52.86,15.61,1.11,0.37,49.17,0.66,3.21,866.52,57.41,233.37,144.38
SONS,2014-10-31,-4.2,1.59,46.6,20.14,0.46,0.14,42.37,-0.1,0.98,80.73,12.57,124.24,157.55
BID,2014-10-31,-10.69,2.58,45.41,55.63,0.69,0.12,36.67,-0.29,1.18,186.34,23.42,203.88,260.45
RGS,2014-10-31,-9.44,0.88,24.18,22.73,0.2,0.05,21.32,-0.44,0.3,10.38,1.99,67.95,116.77
RGLS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RGA,2014-10-31,-4.14,1.2,19.11,67.57,0.8,0.13,11.18,-0.37,1.12,95.76,14.38,109.74,137.15
REIS,2014-10-31,20.84,0.62,24.95,10.57,1.24,0.5,24.12,0.86,2.55,298.46,31.85,119.6,39.78
RS,2014-10-31,-10.4,1.73,28.4,63.98,0.62,0.1,19.55,-0.53,0.88,98.38,14.68,132.61,194.08
RNR,2014-10-31,8.93,0.42,12.19,20.54,1.29,0.37,13.27,0.67,1.72,111.54,16.17,60.72,14.25
RNST,2014-10-31,3.46,1.08,23.05,37.61,0.91,0.19,18.23,0.19,1.65,148.94,20.01,120.67,131.17
REGI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SJI,2014-10-31,3.06,0.72,17.27,29.9,0.85,0.2,14.92,0.21,1.64,94.14,14.19,87.74,92.73
SREV,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSTK,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCII,2014-10-31,-0.44,1.08,30.94,21.0,0.55,0.16,27.52,-0.02,0.81,84.86,13.08,98.13,138.2
RTK,2014-10-31,-23.72,2.89,66.36,32.85,0.35,0.08,59.8,-0.4,0.93,36.32,6.39,141.86,269.74
SCCO,2014-10-31,-14.78,1.45,32.94,33.39,0.27,0.06,27.52,-0.54,0.46,18.89,3.52,71.6,133.19
SKH,2014-10-31,5.65,1.05,69.68,3.89,0.32,0.22,68.32,0.08,0.5,-13.81,-2.93,74.16,276.13
RENT,2014-10-31,23.9,1.11,45.51,10.25,0.92,0.38,43.14,0.55,2.7,400.13,37.98,156.96,81.1
SKUL,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SKYW,2014-10-31,-15.97,1.31,41.47,17.35,0.13,0.04,37.93,-0.42,0.26,-12.11,-2.55,115.31,287.04
RGEN,2014-10-31,24.08,1.27,49.65,11.21,0.9,0.35,46.92,0.51,2.06,416.8,38.89,193.9,152.86
SWKS,2014-10-31,18.07,1.46,37.8,25.92,1.11,0.29,33.1,0.55,1.74,459.57,41.11,176.89,127.64
RPRX,2014-10-31,38.52,0.9,100.82,1.38,0.53,0.59,100.13,0.38,1.15,70.43,11.25,117.89,196.95
RJET,2014-10-31,5.7,1.15,58.8,6.58,0.41,0.21,56.86,0.1,0.9,56.3,9.34,98.71,120.22
RBCAA,2014-10-31,-5.15,1.15,32.39,21.91,0.42,0.12,28.7,-0.18,0.65,52.55,8.81,98.26,153.39
SWHC,2014-10-31,11.15,1.14,51.68,8.33,0.57,0.26,49.51,0.23,1.33,137.94,18.93,142.18,179.32
RMD,2014-10-31,4.17,0.86,21.82,27.1,0.83,0.21,18.72,0.22,1.88,121.29,17.22,103.41,103.58
SBSI,2014-10-31,9.49,0.62,19.89,17.03,0.99,0.31,18.78,0.51,2.11,141.93,19.33,74.42,43.41
REN,2014-10-31,-37.57,1.51,40.91,23.63,-0.32,-0.09,36.38,-1.03,-0.4,-67.29,-20.03,25.04,251.24
RFP,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SWX,2014-10-31,9.2,0.73,16.4,34.36,1.29,0.29,13.75,0.67,3.23,167.86,21.78,101.25,69.07
REXI,2014-10-31,2.39,1.5,34.32,33.13,0.78,0.18,28.83,0.08,1.01,180.12,22.88,145.46,152.09
CODE,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RECN,2014-10-31,-20.57,1.6,35.29,35.46,0.15,0.03,29.42,-0.7,0.28,-3.41,-0.69,87.85,209.47
LOV,2014-10-31,12.15,0.22,37.76,0.58,0.42,0.72,39.03,0.31,0.8,56.67,9.39,48.86,33.2
SPAR,2014-10-31,-14.14,1.58,37.9,30.04,0.3,0.07,32.61,-0.43,0.5,25.11,4.58,119.16,237.28
SPTN,2014-10-31,1.29,0.77,24.38,17.21,0.57,0.18,22.39,0.06,0.98,72.3,11.5,61.98,67.43
SPA,2014-10-31,17.23,1.74,40.17,32.5,1.13,0.26,34.41,0.5,2.37,553.01,45.54,177.4,103.14
SPNC,2014-10-31,25.27,1.02,38.37,12.31,1.09,0.41,35.93,0.7,1.75,457.37,41.0,148.21,55.01
SPB,2014-10-31,22.33,0.7,32.04,8.22,1.05,0.48,30.95,0.72,1.84,315.04,32.93,111.15,6.89
SWI,2014-10-31,11.71,0.95,39.47,10.09,0.69,0.29,37.44,0.31,1.42,167.13,21.72,82.22,21.23
RVLT,2014-10-31,38.53,3.35,262.38,2.81,0.35,0.28,260.5,0.15,2.21,-64.11,-18.53,182.24,514.12
SZYM,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLH,2014-10-31,-0.98,0.86,23.01,24.21,0.57,0.15,20.11,-0.05,1.09,68.46,10.99,79.2,94.55
SAH,2014-10-31,-1.42,1.73,34.31,43.71,0.78,0.15,27.46,-0.05,1.56,184.76,23.28,150.83,185.17
REX,2014-10-31,24.47,1.42,49.11,14.52,0.97,0.33,45.75,0.53,1.46,489.15,42.58,229.65,208.5
REXX,2014-10-31,-2.81,0.81,45.6,5.46,0.23,0.13,44.4,-0.06,0.29,-3.09,-0.63,41.58,94.91
RXN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFMD,2014-10-31,7.08,1.49,39.39,24.8,0.8,0.21,34.77,0.2,1.69,226.88,26.73,147.73,129.42
RMTI,2014-10-31,5.19,1.21,70.73,5.04,0.35,0.21,68.97,0.08,0.95,29.19,5.25,94.16,155.99
OKSB,2014-10-31,5.95,1.24,55.02,8.76,0.47,0.21,52.65,0.11,0.7,85.69,13.18,145.93,232.71
RELL,2014-10-31,7.73,0.56,29.96,6.13,0.56,0.3,29.59,0.26,1.53,92.0,13.94,64.42,37.73
RIGL,2014-10-31,-32.12,1.23,47.02,11.77,-0.26,-0.1,44.27,-0.73,-0.45,-69.11,-20.94,31.64,257.19
RNET,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCKB,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAD,2014-10-31,15.11,1.59,52.41,15.95,0.78,0.26,48.68,0.31,1.74,306.98,32.41,186.44,187.83
RVBD,2014-10-31,-9.71,2.01,46.58,32.27,0.49,0.11,40.58,-0.24,0.75,85.36,13.14,150.37,258.49
RLI,2014-10-31,6.82,0.77,17.45,33.79,1.11,0.25,14.51,0.47,1.84,143.48,19.48,94.3,68.59
SONC,2014-10-31,0.87,1.6,37.54,31.57,0.72,0.17,32.06,0.03,1.13,169.63,21.94,155.5,191.93
RRTS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RKT,2014-10-31,-0.14,1.44,31.93,35.24,0.73,0.16,26.34,-0.01,1.36,149.15,20.03,148.87,174.88
ROC,2014-10-31,-1.75,2.28,39.93,56.46,0.88,0.15,31.28,-0.06,1.41,291.41,31.38,187.94,210.88
SPLK,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROG,2014-10-31,1.78,1.44,33.89,31.14,0.74,0.17,28.71,0.06,1.23,163.47,21.38,149.55,162.46
ROL,2014-10-31,9.95,0.79,18.59,30.99,1.22,0.29,15.69,0.63,2.71,185.2,23.32,98.04,55.36
ROSE,2014-10-31,0.81,1.87,47.1,27.11,0.66,0.17,41.8,0.02,1.4,181.08,22.96,124.22,175.45
RST,2014-10-31,-21.03,1.02,46.93,8.21,-0.09,-0.04,44.97,-0.47,-0.15,-53.88,-14.34,47.72,219.55
RES,2014-10-31,25.21,0.86,44.37,6.56,0.88,0.45,42.93,0.59,1.34,330.13,33.88,113.92,63.72
RNDY,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AOS,2014-10-31,11.27,1.28,24.78,45.92,1.29,0.25,18.58,0.61,2.07,320.51,33.28,147.56,102.86
ROVI,2014-10-31,-19.88,1.57,45.77,20.35,0.12,0.04,41.53,-0.48,0.17,-24.21,-5.39,95.66,272.27
RPM,2014-10-31,2.02,1.39,22.02,69.02,1.12,0.18,13.29,0.15,2.04,202.74,24.8,140.92,131.84
LNCE,2014-10-31,-1.53,0.97,28.49,20.03,0.5,0.15,25.48,-0.06,0.8,67.61,10.88,80.54,104.01
RPXC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RTIX,2014-10-31,-10.37,1.54,43.44,21.64,0.34,0.09,39.1,-0.27,0.5,29.85,5.36,99.13,195.68
SIRI,2014-10-31,20.55,1.44,41.92,20.51,1.05,0.3,37.83,0.54,2.46,491.34,42.68,173.39,78.66
SIRO,2014-10-31,4.96,1.23,26.08,38.11,0.95,0.2,20.73,0.24,1.62,191.9,23.89,147.07,153.48
S,2014-10-31,9.57,0.95,47.63,6.81,0.52,0.26,45.99,0.21,1.11,100.34,14.91,133.01,169.4
SIX,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SJW,2014-10-31,-0.99,0.82,19.17,31.43,0.64,0.15,16.05,-0.06,1.27,69.39,11.12,70.35,80.09
RTI,2014-10-31,-11.8,1.23,34.44,22.11,0.24,0.07,30.54,-0.39,0.45,13.71,2.6,85.25,157.24
RBCN,2014-10-31,-24.75,1.04,58.13,5.49,-0.14,-0.08,56.51,-0.44,-0.26,-70.7,-21.77,46.43,295.33
RTEC,2014-10-31,-12.09,1.6,38.57,29.61,0.36,0.09,33.29,-0.36,0.61,38.49,6.73,147.5,273.53
RT,2014-10-31,-11.08,1.54,48.38,17.49,0.29,0.09,44.52,-0.25,0.51,15.32,2.89,130.89,275.42
RKUS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STRZA,2014-10-31,23.09,0.74,49.39,3.83,0.71,0.48,48.56,0.48,0.58,49.35,8.35,41.82,29.74
RUSHA,2014-10-31,0.99,1.85,35.29,47.6,0.88,0.17,27.9,0.04,1.64,248.9,28.39,178.05,205.84
SKX,2014-10-31,16.55,0.69,44.18,4.18,0.63,0.4,43.44,0.38,1.13,150.92,20.2,103.66,111.38
SLRC,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RYL,2014-10-31,-4.33,1.53,37.05,29.34,0.55,0.13,31.9,-0.14,0.9,98.08,14.65,119.75,152.64
STBA,2014-10-31,-4.46,1.37,28.1,41.28,0.64,0.13,22.09,-0.2,1.1,101.87,15.08,127.03,169.81
SAFT,2014-10-31,6.86,0.72,16.92,31.26,1.1,0.26,14.51,0.47,2.92,135.51,18.69,91.88,70.11
SGNT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAIA,2014-10-31,8.84,1.49,41.17,22.72,0.8,0.22,36.76,0.24,1.02,234.38,27.31,171.54,189.33
SHOR,2014-10-31,-11.22,1.61,46.98,20.18,0.32,0.09,42.72,-0.26,0.58,23.14,4.25,113.56,240.06
SALM,2014-10-31,9.44,1.64,60.74,12.63,0.59,0.22,57.4,0.16,1.49,182.6,23.09,153.81,178.41
JBSS,2014-10-31,15.11,0.76,33.38,8.94,0.82,0.36,32.01,0.47,1.88,202.78,24.8,100.67,24.51
SLXP,2014-10-31,31.67,1.04,37.43,13.24,1.3,0.47,34.87,0.91,2.28,682.22,50.89,140.29,1.2
SBH,2014-10-31,16.86,0.99,26.5,24.22,1.24,0.33,23.07,0.73,2.37,334.22,34.14,110.8,27.27
SN,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAFM,2014-10-31,19.14,0.16,27.71,0.59,0.79,1.35,29.74,0.64,1.23,144.7,19.6,75.17,31.68
SD,2014-10-31,-47.86,2.62,54.09,40.38,-0.1,-0.02,46.85,-1.02,-0.19,-61.88,-17.54,110.47,385.56
SASR,2014-10-31,6.25,1.02,31.7,17.94,0.72,0.22,28.72,0.22,1.36,146.89,19.81,109.84,95.21
BSRR,2014-10-31,5.17,0.82,31.29,11.73,0.59,0.23,29.5,0.18,1.12,99.75,14.84,75.02,55.66
SHLO,2014-10-31,21.45,1.02,45.92,8.52,0.83,0.37,43.92,0.49,2.0,310.23,32.62,149.49,118.64
SIGA,2014-10-31,-36.39,1.9,68.41,13.26,-0.08,-0.03,64.79,-0.56,-0.12,-77.9,-26.06,70.37,387.7
SGMO,2014-10-31,3.78,1.94,64.4,15.63,0.55,0.18,60.42,0.06,1.23,128.2,17.94,179.69,295.11
SRPT,2014-10-31,43.36,0.49,99.03,0.43,0.52,1.04,99.04,0.44,1.24,83.33,12.89,150.45,212.08
SBAC,2014-10-31,17.92,0.7,17.06,29.07,1.72,0.42,14.9,1.2,3.71,298.19,31.83,99.38,-5.26
SCSC,2014-10-31,-8.58,1.26,27.59,35.95,0.43,0.09,22.34,-0.38,0.88,50.37,8.5,110.89,178.3
SCBT,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSIC,2014-10-31,5.41,0.76,16.51,36.82,1.08,0.23,13.49,0.4,2.15,127.2,17.84,92.89,78.96
SCHN,2014-10-31,-36.94,1.96,35.96,51.19,-0.14,-0.03,28.1,-1.31,-0.19,-44.77,-11.2,85.7,302.76
SCHL,2014-10-31,0.47,0.66,24.76,12.36,0.45,0.17,23.6,0.02,0.76,51.22,8.62,66.97,77.62
SHLM,2014-10-31,-0.83,1.41,31.94,33.53,0.69,0.16,26.59,-0.03,1.21,133.99,18.53,139.88,162.11
SIGM,2014-10-31,-30.3,0.92,36.35,11.04,-0.42,-0.17,34.3,-0.88,-0.7,-66.78,-19.78,-8.15,172.75
SWM,2014-10-31,6.11,0.69,32.71,7.79,0.53,0.25,31.67,0.19,0.62,79.62,12.43,46.07,4.62
SCLN,2014-10-31,4.13,1.98,52.83,24.19,0.69,0.18,47.76,0.09,1.22,210.57,25.44,155.56,177.81
SGMS,2014-10-31,-20.51,1.67,45.15,23.61,0.15,0.04,40.43,-0.51,0.23,-16.35,-3.51,100.82,256.84
SQI,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STNG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSP,2014-10-31,1.03,1.71,36.54,37.65,0.79,0.17,30.31,0.03,1.45,201.89,24.73,167.51,196.09
SEB,2014-10-31,3.86,0.98,25.16,26.33,0.79,0.2,21.59,0.18,1.16,129.83,18.11,107.95,107.65
SEAC,2014-10-31,-6.45,0.73,33.51,8.25,0.16,0.07,32.29,-0.2,0.27,-0.15,-0.03,45.2,104.7
SFLY,2014-10-31,10.14,1.35,45.09,15.39,0.71,0.24,41.72,0.24,1.14,196.67,24.3,154.46,180.62
SBCF,2014-10-31,-5.68,1.34,32.94,28.74,0.49,0.12,28.17,-0.2,0.71,71.28,11.36,131.56,199.18
CKH,2014-10-31,-11.09,1.1,25.76,31.25,0.26,0.06,21.4,-0.52,0.41,18.61,3.47,58.62,129.5
SDRL,2014-10-31,-12.7,1.78,34.25,46.66,0.47,0.09,27.03,-0.47,0.73,68.94,11.06,115.82,177.78
SHLD,2014-10-31,-36.79,2.78,66.32,30.27,0.13,0.03,60.1,-0.61,0.21,-48.54,-12.44,130.17,374.49
SHOS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGEN,2014-10-31,16.17,1.28,43.54,15.04,0.85,0.29,40.3,0.4,1.79,303.85,32.2,148.57,89.11
SEAS,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEIC,2014-10-31,1.6,1.15,24.13,39.27,0.84,0.18,18.91,0.08,1.51,139.05,19.04,116.02,121.36
SCSS,2014-10-31,17.64,1.7,54.34,16.9,0.83,0.27,50.38,0.35,1.53,369.65,36.26,209.84,217.26
SEM,2014-10-31,-2.36,1.05,37.04,13.78,0.39,0.14,34.4,-0.07,0.89,50.81,8.56,91.53,108.92
SCVL,2014-10-31,-6.55,1.74,40.6,31.71,0.53,0.12,34.93,-0.19,0.93,97.93,14.63,153.5,258.99
SIGI,2014-10-31,-4.95,1.27,22.53,55.01,0.7,0.12,15.53,-0.32,1.29,93.91,14.16,118.51,154.98
SEMG,2014-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SMTC,2014-10-31,-5.9,1.23,29.36,30.34,0.48,0.11,24.69,-0.24,0.88,64.06,10.41,108.27,177.07
SIG,2014-10-31,9.91,1.59,27.93,56.23,1.28,0.22,20.06,0.49,2.38,389.2,37.37,161.04,118.8
