Ticker,Date,Alpha,Beta,StandardDeviation,RSquared,SharpeRatio,TreynorRatio,TrackingError,InformationRatio,SortinoRatio,Momentum,AnnualizedReturn,UpsideCapture,DownsideCapture
MBWM,2014-09-30,31.71,0.64,48.68,3.01,0.85,0.65,48.18,0.66,2.59,378.91,36.79,110.77,66.42
MBVT,2014-09-30,2.34,0.58,17.62,18.7,0.64,0.19,16.84,0.14,1.09,62.38,10.18,58.41,60.22
MCY,2014-09-30,5.57,0.51,18.66,12.81,0.72,0.26,18.61,0.3,1.35,79.36,12.39,56.51,31.08
MRCY,2014-09-30,-10.55,1.29,38.14,19.88,0.24,0.07,34.35,-0.31,0.41,11.66,2.23,82.9,180.11
RP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDP,2014-09-30,-2.85,1.12,27.12,30.02,0.53,0.13,22.75,-0.13,1.08,72.66,11.54,109.15,147.15
MRGE,2014-09-30,-19.64,1.53,55.13,13.53,0.07,0.03,51.75,-0.38,0.1,-46.47,-11.75,99.8,330.08
VIVO,2014-09-30,-19.69,1.33,28.76,37.57,0.03,0.01,23.15,-0.85,0.05,-14.86,-3.17,74.03,182.46
MMSI,2014-09-30,-9.92,0.78,32.87,9.76,0.06,0.03,31.36,-0.32,0.12,-14.31,-3.04,41.89,111.26
MTH,2014-09-30,-4.45,1.39,33.91,29.21,0.5,0.12,28.98,-0.15,0.85,74.88,11.83,110.08,153.1
MTOR,2014-09-30,-18.08,2.58,54.91,38.65,0.39,0.08,47.83,-0.38,0.66,38.75,6.77,215.3,398.81
MODN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QTM,2014-09-30,-20.62,2.4,63.02,25.31,0.26,0.07,57.52,-0.36,0.53,-7.94,-1.64,122.22,282.02
STR,2014-09-30,0.12,0.06,32.82,0.06,0.03,0.17,35.07,0.0,0.02,-31.63,-7.32,-15.07,26.61
QCOR,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KWK,2014-09-30,-65.34,1.47,58.29,11.17,-0.73,-0.29,55.29,-1.18,-1.06,-95.75,-46.83,-37.03,402.38
QDEL,2014-09-30,9.4,0.42,34.36,2.55,0.46,0.38,34.79,0.27,0.77,65.56,10.61,36.8,21.13
QNST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAX,2014-09-30,2.36,1.28,43.66,15.03,0.51,0.17,40.42,0.06,0.93,90.8,13.79,93.83,124.54
RDN,2014-09-30,-15.35,3.22,77.48,30.22,0.44,0.11,71.08,-0.22,0.87,36.29,6.39,301.75,533.92
SCI,2014-09-30,8.06,1.21,22.98,48.14,1.16,0.22,16.77,0.48,2.11,230.96,27.04,138.62,101.07
RSH,2014-09-30,-49.52,1.6,90.06,5.52,-0.28,-0.16,87.89,-0.56,-0.71,-93.29,-41.75,-55.41,294.41
RSYS,2014-09-30,-28.97,1.29,53.25,10.27,-0.17,-0.07,50.59,-0.57,-0.27,-69.28,-21.02,48.4,277.6
RMBS,2014-09-30,-16.92,1.68,53.19,17.51,0.17,0.05,49.15,-0.34,0.22,-28.28,-6.43,166.31,394.92
SSNI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCTY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RJF,2014-09-30,0.7,1.33,24.68,50.87,0.86,0.16,17.85,0.04,1.42,147.83,19.9,126.34,128.58
SFNC,2014-09-30,-0.44,0.76,23.45,18.23,0.48,0.15,21.44,-0.02,1.08,54.56,9.1,67.28,87.23
ROLL,2014-09-30,3.7,1.11,25.14,34.26,0.83,0.19,20.44,0.18,1.61,143.03,19.44,95.64,80.93
RLOC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RLD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSD,2014-09-30,-15.96,1.66,32.61,45.21,0.29,0.06,25.66,-0.62,0.54,24.85,4.54,108.01,191.81
RNWK,2014-09-30,9.88,0.47,55.01,1.26,0.31,0.37,55.11,0.18,0.92,34.01,6.03,45.78,74.73
RLGY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCPT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOW,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RRGB,2014-09-30,5.14,1.49,39.13,25.18,0.72,0.19,34.45,0.15,1.3,178.65,22.75,146.99,135.56
RGC,2014-09-30,2.77,1.13,25.43,34.29,0.79,0.18,20.69,0.13,1.3,133.53,18.49,100.75,81.82
RM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBGI,2014-09-30,34.43,1.54,52.83,14.92,1.1,0.38,49.26,0.7,3.2,855.32,57.05,229.11,124.75
SONS,2014-09-30,-5.4,1.62,46.87,20.77,0.42,0.12,42.51,-0.13,0.9,61.32,10.04,125.34,168.3
BID,2014-09-30,-12.29,2.58,45.49,56.08,0.6,0.11,36.65,-0.34,1.06,137.39,18.88,199.35,265.31
RGS,2014-09-30,-8.5,0.84,24.11,21.39,0.19,0.05,21.48,-0.4,0.28,8.7,1.68,64.49,105.71
RGLS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RGA,2014-09-30,-3.08,1.17,19.06,65.81,0.78,0.13,11.37,-0.27,1.1,92.45,13.99,107.87,127.68
REIS,2014-09-30,21.12,0.63,24.96,11.08,1.23,0.49,24.04,0.88,2.55,296.99,31.75,122.34,40.45
RS,2014-09-30,-12.18,1.77,29.24,64.13,0.52,0.09,20.27,-0.6,0.73,72.36,11.5,136.02,212.11
RNR,2014-09-30,7.59,0.43,12.39,21.37,1.15,0.33,13.29,0.57,1.6,96.26,14.44,59.32,20.74
RNST,2014-09-30,1.99,1.06,22.66,38.45,0.81,0.17,17.8,0.11,1.43,120.19,17.1,114.52,129.39
REGI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SJI,2014-09-30,1.91,0.7,16.82,30.64,0.76,0.18,14.54,0.13,1.4,76.61,12.05,82.15,89.89
SREV,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSTK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCII,2014-09-30,-0.52,1.08,30.99,21.27,0.52,0.15,27.52,-0.02,0.77,76.17,11.99,98.33,138.38
RTK,2014-09-30,-25.52,2.97,67.17,34.05,0.3,0.07,60.42,-0.42,0.77,13.12,2.5,150.0,300.86
SCCO,2014-09-30,-12.15,1.43,32.91,32.97,0.3,0.07,27.54,-0.44,0.51,25.72,4.68,75.1,124.95
SKH,2014-09-30,5.7,1.04,69.67,3.86,0.31,0.21,68.31,0.08,0.47,-17.81,-3.85,71.79,267.78
RENT,2014-09-30,16.45,1.13,44.98,11.08,0.75,0.3,42.45,0.39,2.17,241.21,27.82,141.84,102.71
SKUL,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SKYW,2014-09-30,-27.41,1.3,36.03,22.77,-0.21,-0.06,31.91,-0.86,-0.36,-49.99,-12.94,87.52,304.33
RGEN,2014-09-30,19.6,1.25,48.61,11.47,0.8,0.31,45.86,0.43,1.8,297.41,31.78,178.93,152.33
SWKS,2014-09-30,13.78,1.54,39.37,26.89,0.95,0.24,34.42,0.4,1.49,339.37,34.45,179.82,161.42
RPRX,2014-09-30,46.46,0.94,99.13,1.59,0.62,0.65,98.35,0.47,1.35,175.0,22.42,154.24,185.89
RJET,2014-09-30,0.79,1.18,59.03,7.0,0.32,0.16,56.98,0.01,0.71,19.08,3.55,91.39,140.73
RBCAA,2014-09-30,-6.51,1.17,32.64,22.57,0.35,0.1,28.81,-0.23,0.56,37.3,6.55,98.22,161.6
SWHC,2014-09-30,6.02,1.19,52.46,9.05,0.46,0.2,50.09,0.12,1.08,80.5,12.54,139.06,205.43
RMD,2014-09-30,6.14,0.82,21.98,24.42,0.85,0.23,19.25,0.32,1.94,127.31,17.85,100.82,86.71
SBSI,2014-09-30,7.84,0.65,20.32,18.04,0.88,0.27,18.96,0.41,1.88,121.15,17.2,74.98,55.07
REN,2014-09-30,-27.17,1.54,35.86,32.06,-0.1,-0.02,30.39,-0.89,-0.15,-39.42,-9.54,69.42,239.53
RFP,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SWX,2014-09-30,5.68,0.72,14.36,43.49,1.16,0.23,11.42,0.5,2.61,118.84,16.96,89.48,70.68
REXI,2014-09-30,-1.89,1.57,35.7,33.67,0.62,0.14,30.02,-0.06,0.8,118.0,16.87,145.69,181.97
CODE,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RECN,2014-09-30,-20.64,1.57,34.97,35.0,0.1,0.02,29.16,-0.71,0.18,-11.89,-2.5,81.53,201.26
LOV,2014-09-30,19.02,0.16,38.38,0.3,0.56,1.35,39.9,0.48,1.08,106.22,15.58,56.63,2.12
SPAR,2014-09-30,-17.29,1.55,36.73,31.17,0.18,0.04,31.33,-0.55,0.29,-0.32,-0.06,106.2,234.73
SPTN,2014-09-30,-0.71,0.75,23.53,17.61,0.46,0.14,21.62,-0.03,0.76,49.86,8.43,52.45,64.97
SPA,2014-09-30,16.93,1.73,40.1,32.49,1.09,0.25,34.33,0.49,2.25,493.98,42.81,173.21,99.93
SPNC,2014-09-30,19.66,1.05,38.21,13.13,0.94,0.34,35.62,0.55,1.52,314.51,32.89,137.09,72.33
SPB,2014-09-30,22.99,0.7,32.03,8.4,1.06,0.48,30.9,0.74,1.85,317.47,33.08,113.07,5.59
SWI,2014-09-30,5.2,1.01,40.31,10.97,0.51,0.21,38.03,0.14,1.03,90.88,13.8,74.4,55.43
RVLT,2014-09-30,37.4,3.4,262.54,2.92,0.34,0.26,260.61,0.14,2.16,-69.78,-21.29,183.23,519.86
SZYM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLH,2014-09-30,2.15,0.85,22.67,24.77,0.67,0.18,19.76,0.11,1.25,89.28,13.61,86.75,85.96
SAH,2014-09-30,-3.93,1.77,35.15,44.36,0.66,0.13,28.13,-0.14,1.32,138.75,19.01,152.34,204.56
REX,2014-09-30,29.07,1.38,49.25,13.69,1.02,0.36,46.03,0.63,1.55,568.62,46.23,233.96,182.8
REXX,2014-09-30,4.05,0.87,42.06,7.4,0.41,0.2,40.51,0.1,0.58,51.74,8.7,78.29,97.04
RXN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RFMD,2014-09-30,-0.77,1.57,41.24,25.41,0.57,0.15,36.41,-0.02,1.07,112.52,16.27,141.13,174.42
RMTI,2014-09-30,3.69,1.26,71.0,5.5,0.33,0.18,69.1,0.05,0.88,17.48,3.27,99.4,173.52
OKSB,2014-09-30,-2.49,1.34,56.73,9.67,0.32,0.14,54.1,-0.05,0.46,18.11,3.39,141.06,279.88
RELL,2014-09-30,10.94,0.52,30.25,5.26,0.63,0.36,30.11,0.36,1.72,112.28,16.25,65.4,19.73
RIGL,2014-09-30,-36.78,1.29,47.91,12.62,-0.35,-0.13,44.95,-0.82,-0.62,-76.34,-25.05,30.67,286.85
RNET,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCKB,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAD,2014-09-30,9.45,1.66,53.51,16.84,0.65,0.21,49.58,0.19,1.44,195.12,24.17,183.46,219.35
RVBD,2014-09-30,-9.96,2.02,46.74,32.71,0.45,0.1,40.65,-0.24,0.71,68.9,11.05,151.23,261.35
RLI,2014-09-30,3.5,0.77,16.7,37.42,0.92,0.2,13.55,0.26,1.5,101.35,15.02,85.68,75.2
SONC,2014-09-30,-3.94,1.64,38.05,32.45,0.56,0.13,32.4,-0.12,0.9,102.17,15.12,149.01,212.18
RRTS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RKT,2014-09-30,-1.98,1.45,32.08,35.83,0.64,0.14,26.38,-0.08,1.21,115.47,16.59,145.95,180.95
ROC,2014-09-30,-0.61,2.28,40.01,56.91,0.86,0.15,31.27,-0.02,1.4,276.02,30.33,190.86,209.8
SPLK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROG,2014-09-30,-4.85,1.45,32.98,33.89,0.53,0.12,27.47,-0.18,0.85,82.72,12.81,135.13,180.07
ROL,2014-09-30,7.95,0.79,18.5,32.02,1.09,0.25,15.5,0.51,2.45,151.32,20.24,93.34,60.4
ROSE,2014-09-30,3.14,1.91,46.7,29.1,0.7,0.17,41.1,0.08,1.48,203.34,24.85,138.6,182.97
RST,2014-09-30,-25.84,1.02,46.28,8.53,-0.22,-0.1,44.27,-0.58,-0.36,-64.94,-18.91,35.67,228.54
RES,2014-09-30,27.65,0.94,42.92,8.43,0.98,0.45,41.08,0.67,1.59,413.85,38.73,138.31,80.19
RNDY,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AOS,2014-09-30,11.07,1.24,24.32,45.73,1.24,0.24,18.21,0.61,1.96,287.16,31.09,140.66,93.08
ROVI,2014-09-30,-23.98,1.62,46.44,21.15,0.02,0.01,42.04,-0.57,0.03,-41.24,-10.09,93.11,294.17
RPM,2014-09-30,2.41,1.4,22.14,69.94,1.08,0.17,13.25,0.18,2.03,192.79,23.97,143.76,133.76
LNCE,2014-09-30,-4.57,0.97,28.23,20.81,0.37,0.11,25.13,-0.18,0.6,39.29,6.85,73.14,111.68
RPXC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RTIX,2014-09-30,-12.61,1.56,43.66,22.18,0.26,0.07,39.21,-0.32,0.4,9.89,1.9,96.11,205.91
SIRI,2014-09-30,20.05,1.48,42.17,21.46,1.01,0.29,37.9,0.53,2.42,454.68,40.87,177.86,89.31
SIRO,2014-09-30,3.16,1.25,26.59,38.87,0.84,0.18,21.06,0.15,1.47,157.75,20.85,147.84,164.57
S,2014-09-30,5.09,1.05,49.02,7.98,0.43,0.2,47.03,0.11,0.88,60.51,9.93,140.52,209.18
SIX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SJW,2014-09-30,-4.87,0.81,17.52,37.12,0.43,0.09,14.12,-0.34,0.79,35.68,6.29,58.56,85.4
RTI,2014-09-30,-14.12,1.29,35.25,23.4,0.16,0.04,31.09,-0.45,0.3,-1.0,-0.2,90.23,181.39
RBCN,2014-09-30,-23.92,1.01,58.1,5.27,-0.14,-0.08,56.54,-0.42,-0.28,-71.36,-22.13,44.15,283.84
RTEC,2014-09-30,-13.69,1.64,39.14,30.74,0.3,0.07,33.66,-0.41,0.51,22.3,4.11,152.47,288.79
RT,2014-09-30,-20.47,1.57,47.51,19.03,0.08,0.02,43.41,-0.47,0.13,-30.05,-6.9,112.91,302.6
RKUS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STRZA,2014-09-30,24.53,0.75,49.24,4.09,0.73,0.48,48.33,0.51,0.6,58.13,9.6,47.63,30.61
RUSHA,2014-09-30,-3.81,1.89,35.82,48.4,0.7,0.13,28.27,-0.13,1.29,158.9,20.96,171.12,225.6
SKX,2014-09-30,23.62,0.59,45.57,2.89,0.72,0.56,45.24,0.52,1.33,211.03,25.48,103.47,69.08
SLRC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RYL,2014-09-30,-7.36,1.55,37.43,30.07,0.44,0.11,32.14,-0.23,0.74,61.94,10.12,116.11,167.78
STBA,2014-09-30,-0.81,1.26,28.61,34.08,0.65,0.15,23.49,-0.03,1.15,108.6,15.84,116.88,133.88
SAFT,2014-09-30,5.07,0.69,15.65,34.34,1.01,0.23,13.31,0.38,2.48,106.93,15.66,82.46,65.23
SGNT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAIA,2014-09-30,8.08,1.52,41.46,23.62,0.76,0.21,36.89,0.22,1.0,208.21,25.25,175.48,197.97
SHOR,2014-09-30,-17.67,1.63,46.66,21.23,0.16,0.05,42.23,-0.42,0.29,-14.85,-3.16,100.65,259.29
SALM,2014-09-30,19.88,1.5,62.48,10.12,0.69,0.29,59.61,0.33,1.78,278.91,30.53,155.56,124.67
JBSS,2014-09-30,17.69,0.68,33.66,7.06,0.83,0.42,32.73,0.54,1.92,211.4,25.51,91.98,-3.69
SLXP,2014-09-30,30.38,1.11,37.88,14.88,1.25,0.43,34.97,0.87,2.18,634.9,49.02,149.16,25.08
SBH,2014-09-30,15.08,1.01,26.65,24.84,1.15,0.3,23.11,0.65,2.25,284.95,30.94,107.54,34.93
SN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAFM,2014-09-30,19.37,0.18,27.63,0.77,0.8,1.21,29.56,0.66,1.24,150.14,20.13,79.98,34.64
SD,2014-09-30,-48.93,2.67,54.74,41.68,-0.14,-0.03,47.3,-1.03,-0.27,-66.9,-19.84,119.71,408.84
SASR,2014-09-30,-2.61,1.11,34.19,18.47,0.42,0.13,30.91,-0.08,0.64,55.54,9.24,102.67,146.79
BSRR,2014-09-30,-1.67,0.91,33.84,12.7,0.37,0.14,31.64,-0.05,0.57,41.07,7.12,74.17,105.39
SHLO,2014-09-30,22.21,1.02,45.93,8.69,0.83,0.37,43.89,0.51,1.98,309.51,32.57,152.03,114.98
SIGA,2014-09-30,-38.91,1.95,68.92,13.94,-0.13,-0.05,65.15,-0.6,-0.2,-81.69,-28.79,73.45,407.43
SGMO,2014-09-30,-5.8,2.05,66.45,16.56,0.39,0.13,62.26,-0.09,0.81,31.36,5.61,173.71,351.01
SRPT,2014-09-30,44.02,0.59,98.61,0.63,0.54,0.9,98.44,0.45,1.29,104.46,15.38,173.77,229.9
SBAC,2014-09-30,19.34,0.69,17.07,28.23,1.75,0.44,15.05,1.29,3.79,310.28,32.62,100.17,-12.19
SCSC,2014-09-30,-11.9,1.28,27.71,36.99,0.28,0.06,22.3,-0.53,0.57,22.14,4.08,105.34,189.92
SCBT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSIC,2014-09-30,4.55,0.77,16.66,37.46,0.99,0.21,13.52,0.34,2.03,112.11,16.23,92.24,82.73
SCHN,2014-09-30,-39.37,2.01,36.88,51.71,-0.23,-0.04,28.88,-1.36,-0.32,-54.2,-14.46,88.8,324.98
SCHL,2014-09-30,0.24,0.64,24.56,11.88,0.41,0.16,23.53,0.01,0.69,43.25,7.45,62.24,71.23
SHLM,2014-09-30,-2.4,1.45,32.52,34.64,0.61,0.14,26.95,-0.09,1.1,108.65,15.85,143.55,177.52
SIGM,2014-09-30,-32.39,0.98,36.95,12.2,-0.47,-0.18,34.63,-0.94,-0.76,-70.34,-21.58,-2.63,197.2
SWM,2014-09-30,4.66,0.71,32.82,8.12,0.47,0.22,31.69,0.15,0.57,63.73,10.36,43.78,12.91
SCLN,2014-09-30,-6.89,2.11,56.42,24.52,0.45,0.12,51.18,-0.13,0.71,62.12,10.15,150.36,256.76
SGMS,2014-09-30,-23.38,1.68,45.26,24.16,0.06,0.01,40.44,-0.58,0.09,-31.96,-7.41,95.86,267.13
SQI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STNG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSP,2014-09-30,-4.52,1.73,36.7,38.98,0.6,0.13,30.26,-0.15,1.1,117.47,16.81,157.87,215.7
SEB,2014-09-30,3.06,0.95,24.45,26.17,0.72,0.19,21.02,0.15,1.03,107.91,15.76,99.32,98.15
SEAC,2014-09-30,-7.72,0.77,33.79,8.99,0.12,0.05,32.38,-0.24,0.2,-7.2,-1.48,48.17,117.82
SFLY,2014-09-30,9.96,1.42,45.17,17.24,0.7,0.22,41.47,0.24,1.13,193.08,23.99,169.08,200.83
SBCF,2014-09-30,-17.95,1.47,37.26,27.08,0.12,0.03,32.41,-0.55,0.14,-13.25,-2.8,122.04,273.72
CKH,2014-09-30,-11.98,1.08,25.39,31.34,0.18,0.04,21.06,-0.57,0.28,7.13,1.39,52.36,126.21
SDRL,2014-09-30,-8.38,1.78,33.53,49.43,0.57,0.11,26.0,-0.32,0.86,97.03,14.53,129.46,171.99
SHLD,2014-09-30,-39.94,2.69,64.08,30.7,0.02,0.01,57.82,-0.69,0.04,-61.37,-17.32,107.64,358.14
SHOS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGEN,2014-09-30,8.42,1.42,46.76,16.09,0.65,0.21,43.19,0.19,1.1,165.0,21.52,152.3,155.61
SEAS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEIC,2014-09-30,-1.49,1.18,24.69,39.87,0.67,0.14,19.29,-0.08,1.2,98.49,14.7,112.97,136.54
SCSS,2014-09-30,18.87,1.61,53.9,15.67,0.81,0.27,50.16,0.38,1.48,340.42,34.52,197.5,188.84
SEM,2014-09-30,-5.92,1.03,36.11,14.19,0.27,0.1,33.46,-0.18,0.61,21.19,3.92,79.44,111.53
SCVL,2014-09-30,-6.19,1.74,40.64,31.83,0.5,0.12,34.93,-0.18,0.89,86.49,13.27,153.73,255.4
SIGI,2014-09-30,-7.42,1.25,21.49,59.38,0.55,0.09,14.1,-0.53,0.99,61.94,10.12,108.88,154.4
SEMG,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SMTC,2014-09-30,-5.88,1.26,29.52,32.06,0.46,0.11,24.58,-0.24,0.84,59.61,9.8,115.33,186.5
SIG,2014-09-30,9.22,1.6,28.09,56.65,1.2,0.21,20.12,0.46,2.31,343.9,34.73,159.76,122.06
SENEA,2014-09-30,-8.68,0.93,31.18,15.44,0.18,0.06,28.69,-0.3,0.33,4.38,0.86,76.8,164.26
SXT,2014-09-30,0.1,1.11,21.07,48.62,0.82,0.15,15.18,0.01,1.59,111.93,16.21,104.37,113.99
SQNM,2014-09-30,1.46,0.96,63.71,3.92,0.25,0.17,62.45,0.02,0.55,-8.05,-1.66,73.69,184.86
SLGN,2014-09-30,4.52,0.63,17.4,22.68,0.81,0.23,16.07,0.28,1.5,88.82,13.56,82.59,80.31
QLTY,2014-09-30,-0.4,2.59,51.34,44.34,0.77,0.15,43.67,-0.01,1.47,279.23,30.55,224.4,251.26
NX,2014-09-30,-12.8,1.45,31.75,36.49,0.3,0.07,26.0,-0.49,0.52,26.54,4.82,104.2,172.76
SGI,2014-09-30,-9.56,2.36,65.65,22.51,0.41,0.11,60.51,-0.16,0.75,37.56,6.58,183.75,332.7
SSYS,2014-09-30,34.09,1.28,55.04,9.41,0.98,0.42,52.51,0.65,1.85,603.85,47.74,165.18,51.45
SPF,2014-09-30,-9.38,2.18,45.21,40.46,0.53,0.11,38.19,-0.25,0.93,102.98,15.21,186.19,273.9
TMHC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TCB,2014-09-30,-9.92,1.21,26.74,35.96,0.33,0.07,21.58,-0.46,0.51,29.97,5.38,93.26,164.68
SXI,2014-09-30,16.25,1.05,32.28,18.45,1.0,0.31,29.16,0.56,1.77,287.25,31.1,154.74,130.67
STSI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STRA,2014-09-30,-37.6,1.64,46.25,22.01,-0.27,-0.08,41.71,-0.9,-0.4,-69.11,-20.94,19.85,226.8
STFC,2014-09-30,-6.65,1.11,30.72,22.87,0.34,0.09,27.02,-0.25,0.67,34.37,6.09,117.46,204.62
STBZ,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SYRG,2014-09-30,51.63,0.84,65.28,2.89,0.99,0.77,64.36,0.8,2.52,915.83,58.99,176.43,13.05
SNX,2014-09-30,-3.64,1.54,32.08,40.0,0.62,0.13,25.84,-0.14,1.16,112.04,16.22,153.28,203.36
SNPS,2014-09-30,2.74,0.63,14.36,33.47,0.86,0.2,12.7,0.22,1.9,77.05,12.1,68.31,57.82
TSLA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNV,2014-09-30,-21.65,2.08,46.74,34.68,0.22,0.05,40.4,-0.54,0.34,-2.0,-0.4,124.27,256.41
TSRA,2014-09-30,-19.27,1.75,38.49,35.91,0.2,0.04,32.35,-0.6,0.32,1.47,0.29,111.18,235.96
TTEK,2014-09-30,-17.67,1.29,25.8,43.39,0.08,0.02,19.78,-0.89,0.13,-5.58,-1.14,73.03,182.05
TTI,2014-09-30,-22.47,2.16,41.88,46.54,0.26,0.05,34.25,-0.66,0.44,11.66,2.23,149.53,313.61
TTPH,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TCBI,2014-09-30,12.51,1.02,26.32,26.04,1.07,0.28,22.63,0.55,1.98,242.52,27.92,111.8,49.73
WEN,2014-09-30,0.44,1.04,25.86,28.14,0.63,0.16,21.93,0.02,1.03,92.82,14.03,100.49,118.45
TXMD,2014-09-30,298.04,112.26,4429.79,11.21,0.46,0.18,4425.38,0.07,25.86,262.5,29.38,324.58,445.9
THRX,2014-09-30,-11.0,1.81,55.65,18.54,0.3,0.09,51.37,-0.21,0.61,16.73,3.14,119.13,259.98
SMRT,2014-09-30,-17.21,1.94,48.16,28.31,0.26,0.07,42.62,-0.4,0.47,10.95,2.1,156.68,318.4
RGR,2014-09-30,25.75,0.94,47.01,7.0,0.86,0.43,45.35,0.57,1.49,331.3,33.95,155.24,101.72
SCM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
